label,function,sample,latency_ms
o7p1-majority,RegisterDocument,554,2745.62
o7p1-majority,RegisterDocument,555,2745.76
o7p1-majority,RegisterDocument,556,2746.01
o7p1-majority,RegisterDocument,557,2746.05
o7p1-majority,RegisterDocument,558,2746.07
o7p1-majority,RegisterDocument,559,2746.13
o7p1-majority,RegisterDocument,560,2746.25
o7p1-majority,RegisterDocument,561,2746.36
o7p1-majority,RegisterDocument,562,2746.52
o7p1-majority,RegisterDocument,563,2746.63
o7p1-majority,RegisterDocument,564,2746.77
o7p1-majority,RegisterDocument,565,2746.89
o7p1-majority,RegisterDocument,566,2747.06
o7p1-majority,RegisterDocument,567,2747.09
o7p1-majority,RegisterDocument,568,2747.11
o7p1-majority,RegisterDocument,569,2747.21
o7p1-majority,RegisterDocument,570,2747.39
o7p1-majority,RegisterDocument,571,2747.72
o7p1-majority,RegisterDocument,572,2747.73
o7p1-majority,RegisterDocument,573,2747.79
o7p1-majority,RegisterDocument,574,2747.81
o7p1-majority,RegisterDocument,575,2747.84
o7p1-majority,RegisterDocument,576,2747.90
o7p1-majority,RegisterDocument,577,2747.92
o7p1-majority,RegisterDocument,578,2747.95
o7p1-majority,RegisterDocument,579,2748.06
o7p1-majority,RegisterDocument,580,2748.15
o7p1-majority,RegisterDocument,581,2748.16
o7p1-majority,RegisterDocument,582,2748.20
o7p1-majority,RegisterDocument,583,2748.37
o7p1-majority,RegisterDocument,584,2748.43
o7p1-majority,RegisterDocument,585,2748.45
o7p1-majority,RegisterDocument,586,2748.45
o7p1-majority,RegisterDocument,587,2748.57
o7p1-majority,RegisterDocument,588,2748.58
o7p1-majority,RegisterDocument,589,2748.72
o7p1-majority,RegisterDocument,590,2748.75
o7p1-majority,RegisterDocument,591,2748.81
o7p1-majority,RegisterDocument,592,2748.84
o7p1-majority,RegisterDocument,593,2749.01
o7p1-majority,RegisterDocument,594,2749.02
o7p1-majority,RegisterDocument,595,2749.11
o7p1-majority,RegisterDocument,596,2749.36
o7p1-majority,RegisterDocument,597,2749.37
o7p1-majority,RegisterDocument,598,2749.46
o7p1-majority,RegisterDocument,599,2749.58
o7p1-majority,RegisterDocument,600,2749.72
o7p1-majority,RegisterDocument,601,2750.00
o7p1-majority,RegisterDocument,602,2750.22
o7p1-majority,RegisterDocument,603,2750.24
o7p1-majority,RegisterDocument,604,2750.29
